Name,Brand,Categories,PrimaryCategories,Reviews.Date,Reviews.Text,Reviews.Title,Sentiment,Full_Review,Sentiment_Score,Sentiment_Category
Beds LG,LG,Furniture,Beds,2024-11-23,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.04,Negative
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-10-31,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.63,Neutral
Accessories Dell,Dell,Computers,Accessories,2024-02-25,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.77,Positive
Kitchen HP,HP,Appliances,Kitchen,2024-10-29,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.81,Positive
Gaming Dell,Dell,Computers,Gaming,2024-08-10,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.32,Negative
Kitchen LG,LG,Appliances,Kitchen,2024-10-24,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.22,Negative
Beds HP,HP,Furniture,Beds,2024-02-07,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.9,Positive
Microphones ASUS,ASUS,Audio,Microphones,2024-03-25,It's fine.,Average,Neutral,It's fine. Average,0.59,Neutral
Laundry Samsung,Samsung,Appliances,Laundry,2024-03-04,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.75,Positive
Speakers Apple,Apple,Audio,Speakers,2024-09-01,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.8,Positive
Accessories Dell,Dell,Computers,Accessories,2024-03-11,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.94,Positive
Smart Devices Amazon,Amazon,Electronics,Smart Devices,2024-02-26,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.87,Positive
Microphones HP,HP,Audio,Microphones,2024-07-07,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.96,Positive
Smart Devices Amazon,Amazon,Electronics,Smart Devices,2024-11-23,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.74,Positive
Smart Devices Apple,Apple,Electronics,Smart Devices,2024-01-05,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.95,Positive
Earphones LG,LG,Audio,Earphones,2024-06-23,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.58,Neutral
Laundry ASUS,ASUS,Appliances,Laundry,2024-02-28,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.77,Positive
Cameras Apple,Apple,Electronics,Cameras,2024-02-22,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.93,Positive
Microphones LG,LG,Audio,Microphones,2024-04-06,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.11,Negative
Cleaning ASUS,ASUS,Appliances,Cleaning,2024-11-10,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.85,Positive
Smart Devices Sony,Sony,Electronics,Smart Devices,2024-03-21,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.52,Neutral
Accessories Sony,Sony,Computers,Accessories,2024-11-17,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.13,Negative
Kitchen Amazon,Amazon,Appliances,Kitchen,2024-09-24,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.19,Negative
Accessories Samsung,Samsung,Computers,Accessories,2024-11-15,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.73,Positive
Accessories ASUS,ASUS,Computers,Accessories,2024-06-24,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.18,Negative
Phones Dell,Dell,Electronics,Phones,2024-05-25,It's fine.,It's okay,Neutral,It's fine. It's okay,0.66,Neutral
Chairs LG,LG,Furniture,Chairs,2024-03-11,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.21,Negative
Laundry Dell,Dell,Appliances,Laundry,2024-03-10,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.86,Positive
Speakers ASUS,ASUS,Audio,Speakers,2024-09-18,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.04,Negative
Microphones Amazon,Amazon,Audio,Microphones,2024-06-15,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.02,Negative
Earphones Dell,Dell,Audio,Earphones,2024-11-14,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.54,Neutral
Cameras LG,LG,Electronics,Cameras,2024-02-19,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.78,Positive
Chairs Bose,Bose,Furniture,Chairs,2024-08-31,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.2,Negative
Speakers Sony,Sony,Audio,Speakers,2024-03-11,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.53,Neutral
Laptops LG,LG,Computers,Laptops,2024-10-09,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.24,Negative
Laundry Sony,Sony,Appliances,Laundry,2024-01-12,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.95,Positive
Earphones Sony,Sony,Audio,Earphones,2024-03-28,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.29,Negative
Accessories Samsung,Samsung,Computers,Accessories,2024-02-16,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.72,Positive
Beds Dell,Dell,Furniture,Beds,2024-10-12,It's fine.,It's okay,Neutral,It's fine. It's okay,0.58,Neutral
Kitchen HP,HP,Appliances,Kitchen,2024-07-20,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.37,Negative
Kitchen Amazon,Amazon,Appliances,Kitchen,2024-10-02,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.99,Positive
Smart Devices Amazon,Amazon,Electronics,Smart Devices,2024-11-03,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.57,Neutral
Laptops Samsung,Samsung,Computers,Laptops,2024-06-18,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.8,Positive
Laptops Amazon,Amazon,Computers,Laptops,2024-11-21,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.67,Neutral
Tables ASUS,ASUS,Furniture,Tables,2024-02-24,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.8,Positive
Phones Amazon,Amazon,Electronics,Phones,2024-08-07,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.77,Positive
Laundry Apple,Apple,Appliances,Laundry,2024-01-16,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.7,Positive
Tables Sony,Sony,Furniture,Tables,2024-10-03,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.04,Negative
Earphones ASUS,ASUS,Audio,Earphones,2024-11-11,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.15,Negative
Speakers HP,HP,Audio,Speakers,2024-01-14,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.26,Negative
Speakers Amazon,Amazon,Audio,Speakers,2024-09-14,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.74,Positive
Tables HP,HP,Furniture,Tables,2024-08-02,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.05,Negative
Earphones Dell,Dell,Audio,Earphones,2024-04-28,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.85,Positive
Beds LG,LG,Furniture,Beds,2024-01-29,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.34,Negative
Laptops Samsung,Samsung,Computers,Laptops,2024-01-16,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.45,Neutral
Laundry ASUS,ASUS,Appliances,Laundry,2024-07-07,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.72,Positive
Chairs Dell,Dell,Furniture,Chairs,2024-07-23,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.78,Positive
Cameras Apple,Apple,Electronics,Cameras,2024-08-15,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.79,Positive
Laptops ASUS,ASUS,Computers,Laptops,2024-06-01,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.44,Neutral
Earphones ASUS,ASUS,Audio,Earphones,2024-10-12,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.47,Neutral
Phones Bose,Bose,Electronics,Phones,2024-03-30,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.24,Negative
Cameras Amazon,Amazon,Electronics,Cameras,2024-10-03,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.42,Neutral
Laundry Dell,Dell,Appliances,Laundry,2024-08-22,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.8,Positive
Speakers ASUS,ASUS,Audio,Speakers,2024-08-04,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.46,Neutral
Smart Devices HP,HP,Electronics,Smart Devices,2024-02-27,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.9,Positive
Laptops Dell,Dell,Computers,Laptops,2024-06-14,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.87,Positive
Tables Apple,Apple,Furniture,Tables,2024-02-19,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.71,Positive
Chairs Dell,Dell,Furniture,Chairs,2024-03-11,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.18,Negative
Earphones Dell,Dell,Audio,Earphones,2024-02-16,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.04,Negative
Phones Dell,Dell,Electronics,Phones,2024-06-13,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.95,Positive
Smart Devices HP,HP,Electronics,Smart Devices,2024-10-18,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.95,Positive
Beds Samsung,Samsung,Furniture,Beds,2024-09-06,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.94,Positive
Beds Samsung,Samsung,Furniture,Beds,2024-11-20,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.86,Positive
Laundry Samsung,Samsung,Appliances,Laundry,2024-09-10,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.46,Neutral
Kitchen Sony,Sony,Appliances,Kitchen,2024-10-15,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.91,Positive
Microphones Bose,Bose,Audio,Microphones,2024-03-28,It's fine.,Average,Neutral,It's fine. Average,0.59,Neutral
Laundry ASUS,ASUS,Appliances,Laundry,2024-06-18,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.28,Negative
Cleaning Amazon,Amazon,Appliances,Cleaning,2024-08-06,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.21,Negative
Laundry Apple,Apple,Appliances,Laundry,2024-05-01,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.17,Negative
Cleaning Samsung,Samsung,Appliances,Cleaning,2024-10-12,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.14,Negative
Kitchen Bose,Bose,Appliances,Kitchen,2024-01-19,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.95,Positive
Kitchen Amazon,Amazon,Appliances,Kitchen,2024-08-17,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.12,Negative
Cameras HP,HP,Electronics,Cameras,2024-10-02,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.92,Positive
Cameras Bose,Bose,Electronics,Cameras,2024-07-07,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.43,Neutral
Cleaning Sony,Sony,Appliances,Cleaning,2024-01-08,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.8,Positive
Earphones Dell,Dell,Audio,Earphones,2024-05-26,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.04,Negative
Smart Devices Apple,Apple,Electronics,Smart Devices,2024-11-18,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.42,Neutral
Accessories LG,LG,Computers,Accessories,2024-11-14,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.71,Positive
Chairs Amazon,Amazon,Furniture,Chairs,2024-08-26,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.1,Negative
Microphones ASUS,ASUS,Audio,Microphones,2024-07-25,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.96,Positive
Smart Devices LG,LG,Electronics,Smart Devices,2024-09-26,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.26,Negative
Earphones LG,LG,Audio,Earphones,2024-09-29,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.41,Neutral
Laundry Apple,Apple,Appliances,Laundry,2024-05-13,It's fine.,It's okay,Neutral,It's fine. It's okay,0.62,Neutral
Phones Sony,Sony,Electronics,Phones,2024-08-03,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.12,Negative
Speakers Sony,Sony,Audio,Speakers,2024-09-03,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.98,Positive
Laundry Amazon,Amazon,Appliances,Laundry,2024-07-20,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.49,Neutral
Cleaning HP,HP,Appliances,Cleaning,2024-02-19,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.56,Neutral
Laptops Samsung,Samsung,Computers,Laptops,2024-02-01,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.62,Neutral
Accessories HP,HP,Computers,Accessories,2024-01-10,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.2,Negative
Gaming Dell,Dell,Computers,Gaming,2024-01-24,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.76,Positive
Tables Samsung,Samsung,Furniture,Tables,2024-04-27,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.32,Negative
Speakers LG,LG,Audio,Speakers,2024-03-14,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.65,Neutral
Microphones Amazon,Amazon,Audio,Microphones,2024-08-25,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.76,Positive
Microphones Sony,Sony,Audio,Microphones,2024-11-10,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.55,Neutral
Kitchen Dell,Dell,Appliances,Kitchen,2024-11-09,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.31,Negative
Phones LG,LG,Electronics,Phones,2024-05-13,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.44,Neutral
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-08-23,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.64,Neutral
Kitchen HP,HP,Appliances,Kitchen,2024-04-18,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.13,Negative
Gaming Dell,Dell,Computers,Gaming,2024-03-01,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.37,Negative
Chairs Amazon,Amazon,Furniture,Chairs,2024-02-21,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.22,Negative
Cameras Dell,Dell,Electronics,Cameras,2024-06-24,It's fine.,Average,Neutral,It's fine. Average,0.63,Neutral
Laundry Apple,Apple,Appliances,Laundry,2024-10-12,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.82,Positive
Phones HP,HP,Electronics,Phones,2024-07-25,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.48,Neutral
Beds LG,LG,Furniture,Beds,2024-08-15,It's fine.,It's okay,Neutral,It's fine. It's okay,0.61,Neutral
Beds Apple,Apple,Furniture,Beds,2024-08-09,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.22,Negative
Cleaning Dell,Dell,Appliances,Cleaning,2024-07-10,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.7,Positive
Phones Apple,Apple,Electronics,Phones,2024-01-24,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.09,Negative
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-11-05,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.66,Neutral
Laptops Samsung,Samsung,Computers,Laptops,2024-01-30,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.44,Neutral
Kitchen LG,LG,Appliances,Kitchen,2024-05-04,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.41,Neutral
Laptops Amazon,Amazon,Computers,Laptops,2024-06-25,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.77,Positive
Gaming Samsung,Samsung,Computers,Gaming,2024-02-20,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.86,Positive
Microphones LG,LG,Audio,Microphones,2024-08-16,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.6,Neutral
Earphones LG,LG,Audio,Earphones,2024-09-12,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.81,Positive
Tables Samsung,Samsung,Furniture,Tables,2024-08-09,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.66,Neutral
Beds LG,LG,Furniture,Beds,2024-03-25,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.23,Negative
Laptops ASUS,ASUS,Computers,Laptops,2024-04-30,It's fine.,It's okay,Neutral,It's fine. It's okay,0.52,Neutral
Accessories HP,HP,Computers,Accessories,2024-10-04,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.24,Negative
Smart Devices Dell,Dell,Electronics,Smart Devices,2024-05-01,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.14,Negative
Microphones Samsung,Samsung,Audio,Microphones,2024-03-26,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.12,Negative
Earphones Dell,Dell,Audio,Earphones,2024-04-12,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.61,Neutral
Kitchen Amazon,Amazon,Appliances,Kitchen,2024-06-26,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.3,Negative
Accessories Apple,Apple,Computers,Accessories,2024-05-01,It's fine.,Average,Neutral,It's fine. Average,0.54,Neutral
Earphones Bose,Bose,Audio,Earphones,2024-04-01,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.92,Positive
Smart Devices Amazon,Amazon,Electronics,Smart Devices,2024-01-14,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.93,Positive
Laptops Amazon,Amazon,Computers,Laptops,2024-05-01,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.47,Neutral
Earphones Amazon,Amazon,Audio,Earphones,2024-11-01,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.57,Neutral
Smart Devices Dell,Dell,Electronics,Smart Devices,2024-09-01,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.85,Positive
Laptops Samsung,Samsung,Computers,Laptops,2024-02-23,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.81,Positive
Cleaning Samsung,Samsung,Appliances,Cleaning,2024-07-05,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.84,Positive
Speakers ASUS,ASUS,Audio,Speakers,2024-08-06,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.1,Negative
Accessories Dell,Dell,Computers,Accessories,2024-06-23,It's fine.,Average,Neutral,It's fine. Average,0.57,Neutral
Phones Dell,Dell,Electronics,Phones,2024-03-05,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.78,Positive
Smart Devices Bose,Bose,Electronics,Smart Devices,2024-08-28,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.73,Positive
Earphones Amazon,Amazon,Audio,Earphones,2024-07-29,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.34,Negative
Speakers HP,HP,Audio,Speakers,2024-01-03,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.23,Negative
Chairs ASUS,ASUS,Furniture,Chairs,2024-03-06,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.7,Positive
Cameras ASUS,ASUS,Electronics,Cameras,2024-09-16,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.17,Negative
Accessories Sony,Sony,Computers,Accessories,2024-06-05,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.42,Neutral
Earphones Samsung,Samsung,Audio,Earphones,2024-02-13,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.75,Positive
Cameras Samsung,Samsung,Electronics,Cameras,2024-06-15,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.6,Neutral
Cameras Amazon,Amazon,Electronics,Cameras,2024-09-30,It's fine.,Average,Neutral,It's fine. Average,0.56,Neutral
Speakers Dell,Dell,Audio,Speakers,2024-10-04,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.99,Positive
Gaming ASUS,ASUS,Computers,Gaming,2024-02-14,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.02,Negative
Cleaning Dell,Dell,Appliances,Cleaning,2024-08-06,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.78,Positive
Accessories Apple,Apple,Computers,Accessories,2024-07-23,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.06,Negative
Smart Devices Amazon,Amazon,Electronics,Smart Devices,2024-08-31,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.59,Neutral
Chairs LG,LG,Furniture,Chairs,2024-07-19,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.93,Positive
Microphones LG,LG,Audio,Microphones,2024-04-16,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.04,Negative
Kitchen Apple,Apple,Appliances,Kitchen,2024-08-16,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.87,Positive
Tables Apple,Apple,Furniture,Tables,2024-02-07,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.21,Negative
Beds Sony,Sony,Furniture,Beds,2024-09-23,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.69,Neutral
Laptops ASUS,ASUS,Computers,Laptops,2024-10-31,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.93,Positive
Gaming HP,HP,Computers,Gaming,2024-06-21,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.07,Negative
Smart Devices Amazon,Amazon,Electronics,Smart Devices,2024-07-06,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.1,Negative
Kitchen Amazon,Amazon,Appliances,Kitchen,2024-11-07,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.65,Neutral
Beds Apple,Apple,Furniture,Beds,2024-03-23,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.94,Positive
Microphones Amazon,Amazon,Audio,Microphones,2024-02-19,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.74,Positive
Phones ASUS,ASUS,Electronics,Phones,2024-10-12,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.73,Positive
Chairs Apple,Apple,Furniture,Chairs,2024-11-07,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.08,Negative
Speakers Dell,Dell,Audio,Speakers,2024-08-14,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.91,Positive
Chairs Bose,Bose,Furniture,Chairs,2024-05-27,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.47,Neutral
Tables HP,HP,Furniture,Tables,2024-04-20,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.1,Negative
Kitchen Sony,Sony,Appliances,Kitchen,2024-01-09,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.74,Positive
Gaming Samsung,Samsung,Computers,Gaming,2024-02-19,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.65,Neutral
Beds Sony,Sony,Furniture,Beds,2024-01-06,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.34,Negative
Smart Devices Amazon,Amazon,Electronics,Smart Devices,2024-03-05,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.63,Neutral
Earphones Bose,Bose,Audio,Earphones,2024-01-24,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.67,Neutral
Laptops HP,HP,Computers,Laptops,2024-05-01,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.82,Positive
Smart Devices HP,HP,Electronics,Smart Devices,2024-08-20,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.44,Neutral
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-01-11,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.97,Positive
Kitchen Sony,Sony,Appliances,Kitchen,2024-02-25,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.67,Neutral
Earphones LG,LG,Audio,Earphones,2024-10-05,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.24,Negative
Accessories Amazon,Amazon,Computers,Accessories,2024-06-12,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.03,Negative
Microphones ASUS,ASUS,Audio,Microphones,2024-03-22,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.09,Negative
Gaming Amazon,Amazon,Computers,Gaming,2024-05-13,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.12,Negative
Beds Dell,Dell,Furniture,Beds,2024-10-15,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.19,Negative
Microphones Apple,Apple,Audio,Microphones,2024-11-16,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.65,Neutral
Beds Apple,Apple,Furniture,Beds,2024-04-20,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.68,Neutral
Cleaning Apple,Apple,Appliances,Cleaning,2024-11-24,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.36,Negative
Earphones Sony,Sony,Audio,Earphones,2024-03-10,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.17,Negative
Accessories LG,LG,Computers,Accessories,2024-08-05,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.91,Positive
Microphones Sony,Sony,Audio,Microphones,2024-02-10,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.84,Positive
Phones Samsung,Samsung,Electronics,Phones,2024-04-22,It's fine.,It's okay,Neutral,It's fine. It's okay,0.66,Neutral
Cameras Sony,Sony,Electronics,Cameras,2024-04-04,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.83,Positive
Earphones Amazon,Amazon,Audio,Earphones,2024-04-20,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.85,Positive
Cleaning Apple,Apple,Appliances,Cleaning,2024-03-18,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.74,Positive
Phones Dell,Dell,Electronics,Phones,2024-03-28,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.66,Neutral
